,captions_number,captions_text,captions_type,created_at,language,pagenumber,par_num,paragraph,rank,score,text,title,type
93,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
94,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
95,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
96,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
97,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
98,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
99,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
100,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
101,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
102,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
103,0,nan,nan,2017-10-22,dutch,73,525,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",3,0.0014248458686963478,"Dit hoofdstuk behandelt de vraag welke behandeling de rechter oplegt, en hoe zich dit zich verhoudt  tot het risico dat een veroordeelde een nieuw delict zal plegen. De rechter neemt deze beslissing mede7  op basis van de adviezen die hij of zij ontvangt van reclassering en rapporteur pJ, die behandeld zijn in  de voorgaande hoofdstukken. §6.3 behandelt de invloed van het risiconiveau op de opgelegde behande- ling. Deze invloed wordt op twee manieren bekeken: hangt de opgelegde behandeling samen met het  risiconiveau zoals gerapporteerd door rapporteur pJ en reclassering (§6.3.1)?  Dat wil zeggen, wat doet de  rechter met de informatie die hij of zij tot zijn of haar beschikking heeft? §6.3.2 beziet of de beslissing  van de rechter ook samenhangt met de best beschikbare voorspelling van het daadwerkelijke risico, name- lijk zoals getaxeerd op basis van het actuariële instrument Static-99. De eerste vraag betreft of de rechter  in zijn of haar beslissing het risico-principe volgt, de tweede vraag gaat over of de uitkomst van het systeem  in lijn is met het risico-principe. Deze twee deelvragen worden achtereenvolgens behandeld om de  hoofdvraag, of de rechter een behandeling oplegt die past bij het risiconiveau van de pleger, te beant- woorden.",Gewogen risico. Deel 2- Behandeling opleggen aan zedendelinquenten,raport
